
---------- Begin Simulation Statistics ----------
final_tick                                 4013374500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 113390                       # Simulator instruction rate (inst/s)
host_mem_usage                                5262360                       # Number of bytes of host memory used
host_op_rate                                   218093                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                    76.50                       # Real time elapsed on the host
host_tick_rate                               52463974                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                     8674069                       # Number of instructions simulated
sim_ops                                      16683604                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.004013                       # Number of seconds simulated
sim_ticks                                  4013374500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                   9748971                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  6271773                       # number of cc regfile writes
system.cpu.committedInsts                     8674069                       # Number of Instructions Simulated
system.cpu.committedOps                      16683604                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.925373                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.925373                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                     32681                       # number of floating regfile reads
system.cpu.fp_regfile_writes                    14648                       # number of floating regfile writes
system.cpu.idleCycles                          352090                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts               101965                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  2095587                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.334449                       # Inst execution rate
system.cpu.iew.exec_refs                      3922492                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    1303080                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  699576                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               2811431                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts               1959                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              5632                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              1380642                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            20106126                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               2619412                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            173736                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              18738035                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   3122                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 69105                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  86663                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                 74891                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            600                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        67175                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          34790                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  22101654                       # num instructions consuming a value
system.cpu.iew.wb_count                      18641586                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.610618                       # average fanout of values written-back
system.cpu.iew.wb_producers                  13495658                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.322433                       # insts written-back per cycle
system.cpu.iew.wb_sent                       18688778                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 28828071                       # number of integer regfile reads
system.cpu.int_regfile_writes                15528167                       # number of integer regfile writes
system.cpu.ipc                               1.080645                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.080645                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     78.96% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              2651194     14.02%     92.98% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             1309581      6.92%     99.90% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead            7034      0.04%     99.94% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite          11896      0.06%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               18911771                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                   32617                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads               64318                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses        30893                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes              37082                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      282845                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.014956                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                  243801     86.20%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     8      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     86.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                    151      0.05%     86.25% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     86.25% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                     15      0.01%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    2      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     86.26% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                  21784      7.70%     93.96% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                 16194      5.73%     99.69% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead               646      0.23%     99.91% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite              244      0.09%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               19067767                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads           45752463                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     18610693                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          23492103                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   20102663                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  18911771                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                3463                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined         3422516                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued             35734                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved           1704                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined      5132531                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples       7674660                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         2.464184                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.398739                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0             2661801     34.68%     34.68% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1              742026      9.67%     44.35% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2              856817     11.16%     55.52% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3              820163     10.69%     66.20% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4              761000      9.92%     76.12% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5              685196      8.93%     85.05% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6              644591      8.40%     93.45% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              366432      4.77%     98.22% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              136634      1.78%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total         7674660                       # Number of insts issued each cycle
system.cpu.iq.rate                           2.356093                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads             46593                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores            48681                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              2811431                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             1380642                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                 8152890                       # number of misc regfile reads
system.cpu.misc_regfile_writes                   1154                       # number of misc regfile writes
system.cpu.numCycles                          8026750                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                            4483                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    89                       # Number of system calls
system.ruby.Directory_Controller.CleanReplacement          635      0.00%      0.00%
system.ruby.Directory_Controller.Data             380      0.00%      0.00%
system.ruby.Directory_Controller.Fetch          27516      0.00%      0.00%
system.ruby.Directory_Controller.I.Fetch        27516      0.00%      0.00%
system.ruby.Directory_Controller.IM.Memory_Data        27516      0.00%      0.00%
system.ruby.Directory_Controller.M.CleanReplacement          635      0.00%      0.00%
system.ruby.Directory_Controller.M.Data           380      0.00%      0.00%
system.ruby.Directory_Controller.MI.Memory_Ack          380      0.00%      0.00%
system.ruby.Directory_Controller.Memory_Ack          380      0.00%      0.00%
system.ruby.Directory_Controller.Memory_Data        27516      0.00%      0.00%
system.ruby.IFETCH.hit_latency_hist_seqr::bucket_size            1                      
system.ruby.IFETCH.hit_latency_hist_seqr::max_bucket            9                      
system.ruby.IFETCH.hit_latency_hist_seqr::samples      1491841                      
system.ruby.IFETCH.hit_latency_hist_seqr |     1491841    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.hit_latency_hist_seqr::total      1491841                      
system.ruby.IFETCH.latency_hist_seqr::bucket_size           16                      
system.ruby.IFETCH.latency_hist_seqr::max_bucket          159                      
system.ruby.IFETCH.latency_hist_seqr::samples      1622249                      
system.ruby.IFETCH.latency_hist_seqr::mean     0.000086                      
system.ruby.IFETCH.latency_hist_seqr::stdev     0.109918                      
system.ruby.IFETCH.latency_hist_seqr     |     1622248    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.latency_hist_seqr::total      1622249                      
system.ruby.IFETCH.miss_latency_hist_seqr::bucket_size           16                      
system.ruby.IFETCH.miss_latency_hist_seqr::max_bucket          159                      
system.ruby.IFETCH.miss_latency_hist_seqr::samples       130408                      
system.ruby.IFETCH.miss_latency_hist_seqr::mean     0.001074                      
system.ruby.IFETCH.miss_latency_hist_seqr::stdev     0.387682                      
system.ruby.IFETCH.miss_latency_hist_seqr |      130407    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.miss_latency_hist_seqr::total       130408                      
system.ruby.L1Cache_Controller.Ack_all             91      0.00%      0.00%
system.ruby.L1Cache_Controller.Data_Exclusive        21934      0.00%      0.00%
system.ruby.L1Cache_Controller.Data_all_Acks       143685      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Inv                1      0.00%      0.00%
system.ruby.L1Cache_Controller.E.L1_Replacement        18010      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Load          716487      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Store           3399      0.00%      0.00%
system.ruby.L1Cache_Controller.I.Ifetch             1      0.00%      0.00%
system.ruby.L1Cache_Controller.I.L1_Replacement            1      0.00%      0.00%
system.ruby.L1Cache_Controller.IM.Data_all_Acks        12926      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.Data_Exclusive        21934      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.Data_all_Acks       130759      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.L1_Replacement            3      0.00%      0.00%
system.ruby.L1Cache_Controller.Ifetch         1622389      0.00%      0.00%
system.ruby.L1Cache_Controller.Inv                230      0.00%      0.00%
system.ruby.L1Cache_Controller.L1_Replacement       164085      0.00%      0.00%
system.ruby.L1Cache_Controller.Load           2120737      0.00%      0.00%
system.ruby.L1Cache_Controller.M.L1_Replacement        15920      0.00%      0.00%
system.ruby.L1Cache_Controller.M.Load         1361838      0.00%      0.00%
system.ruby.L1Cache_Controller.M.Store        1236563      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Ifetch          140      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Load             3      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Store            2      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.WB_Ack        33930      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Ifetch       130407      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Inv             228      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Load          22285      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Store         12926      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Ifetch       1491841      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Inv                1      0.00%      0.00%
system.ruby.L1Cache_Controller.S.L1_Replacement       130151      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Load           20124      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Store             91      0.00%      0.00%
system.ruby.L1Cache_Controller.SM.Ack_all           91      0.00%      0.00%
system.ruby.L1Cache_Controller.Store          1252981      0.00%      0.00%
system.ruby.L1Cache_Controller.WB_Ack           33930      0.00%      0.00%
system.ruby.L2Cache_Controller.Ack_all            230      0.00%      0.00%
system.ruby.L2Cache_Controller.Exclusive_Unblock        34951      0.00%      0.00%
system.ruby.L2Cache_Controller.IM.Mem_Data        11321      0.00%      0.00%
system.ruby.L2Cache_Controller.IS.Mem_Data         8079      0.00%      0.00%
system.ruby.L2Cache_Controller.ISS.Mem_Data         8116      0.00%      0.00%
system.ruby.L2Cache_Controller.I_I.Ack_all          228      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GETS          22285      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GETX          12926      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GET_INSTR       130408      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_PUTX          33930      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_UPGRADE           91      0.00%      0.00%
system.ruby.L2Cache_Controller.L2_Replacement          380      0.00%      0.00%
system.ruby.L2Cache_Controller.L2_Replacement_clean          635      0.00%      0.00%
system.ruby.L2Cache_Controller.M.L1_GETS        13818      0.00%      0.00%
system.ruby.L2Cache_Controller.M.L1_GETX         1567      0.00%      0.00%
system.ruby.L2Cache_Controller.M.L1_GET_INSTR          166      0.00%      0.00%
system.ruby.L2Cache_Controller.M.L2_Replacement          379      0.00%      0.00%
