
---------- Begin Simulation Statistics ----------
final_tick                               405044018500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 168906                       # Simulator instruction rate (inst/s)
host_mem_usage                                5230092                       # Number of bytes of host memory used
host_op_rate                                   325127                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  5920.45                       # Real time elapsed on the host
host_tick_rate                               68414423                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1000000003                       # Number of instructions simulated
sim_ops                                    1924897099                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.405044                       # Number of seconds simulated
sim_ticks                                405044018500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                1169232895                       # number of cc regfile reads
system.cpu.cc_regfile_writes                669075382                       # number of cc regfile writes
system.cpu.committedInsts                  1000000003                       # Number of Instructions Simulated
system.cpu.committedOps                    1924897099                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.810088                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.810088                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   8518014                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  3016536                       # number of floating regfile writes
system.cpu.idleCycles                         3088211                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              8742692                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                240142996                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.555695                       # Inst execution rate
system.cpu.iew.exec_refs                    435558137                       # number of memory reference insts executed
system.cpu.iew.exec_stores                  163207266                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                52958678                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             283920184                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             195299                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts           1369218                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts            171436969                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          2151386552                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             272350871                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts          14673958                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            2070337828                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 170786                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents              22045494                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                7754192                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles              22423846                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents         121238                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      6221434                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        2521258                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                2328984254                       # num instructions consuming a value
system.cpu.iew.wb_count                    2063268603                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.642300                       # average fanout of values written-back
system.cpu.iew.wb_producers                1495906002                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.546968                       # insts written-back per cycle
system.cpu.iew.wb_sent                     2066734905                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               3018657999                       # number of integer regfile reads
system.cpu.int_regfile_writes              1658497449                       # number of integer regfile writes
system.cpu.ipc                               1.234434                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.234434                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     78.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     78.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     78.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     78.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     78.89% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead            274829335     13.18%     92.07% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite           162274604      7.78%     99.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead          504709      0.02%     99.88% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite        2473945      0.12%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total             2085011790                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                 6358470                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads            12729275                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses      6147009                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes            7158985                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                    33705797                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.016166                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                31370481     93.07%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      4      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     3      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     93.07% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                   3944      0.01%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                    240      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                    24      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                   27      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     93.08% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                1371441      4.07%     97.15% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                856890      2.54%     99.70% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead               830      0.00%     99.70% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite           101913      0.30%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses             2107183052                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         4999849858                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses   2057121594                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes        2370832816                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                 2150803272                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                2085011790                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded              583280                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined       226489392                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued           1849933                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved         376640                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined    282877985                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     806999827                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         2.583658                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.499791                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           282466791     35.00%     35.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1            69485692      8.61%     43.61% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            80582223      9.99%     53.60% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            84017394     10.41%     64.01% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            81373463     10.08%     74.09% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5            60303510      7.47%     81.56% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6            87009759     10.78%     92.35% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7            40848446      5.06%     97.41% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8            20912549      2.59%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       806999827                       # Number of insts issued each cycle
system.cpu.iq.rate                           2.573809                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads          14192276                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          9872080                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads            283920184                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores           171436969                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads               946682824                       # number of misc regfile reads
system.cpu.misc_regfile_writes                    360                       # number of misc regfile writes
system.cpu.numCycles                        810088038                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                           59276                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                  2501                       # Number of system calls
system.ruby.Directory_Controller.CleanReplacement       292301      0.00%      0.00%
system.ruby.Directory_Controller.Data          931677      0.00%      0.00%
system.ruby.Directory_Controller.Fetch        1256746      0.00%      0.00%
system.ruby.Directory_Controller.I.Fetch      1256746      0.00%      0.00%
system.ruby.Directory_Controller.IM.Memory_Data      1256746      0.00%      0.00%
system.ruby.Directory_Controller.M.CleanReplacement       292301      0.00%      0.00%
system.ruby.Directory_Controller.M.Data        931677      0.00%      0.00%
system.ruby.Directory_Controller.MI.Memory_Ack       931677      0.00%      0.00%
system.ruby.Directory_Controller.Memory_Ack       931677      0.00%      0.00%
system.ruby.Directory_Controller.Memory_Data      1256746      0.00%      0.00%
system.ruby.IFETCH.hit_latency_hist_seqr::bucket_size            1                      
system.ruby.IFETCH.hit_latency_hist_seqr::max_bucket            9                      
system.ruby.IFETCH.hit_latency_hist_seqr::samples    157605229                      
system.ruby.IFETCH.hit_latency_hist_seqr |   157605229    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.hit_latency_hist_seqr::total    157605229                      
system.ruby.IFETCH.latency_hist_seqr::bucket_size           16                      
system.ruby.IFETCH.latency_hist_seqr::max_bucket          159                      
system.ruby.IFETCH.latency_hist_seqr::samples    173299489                      
system.ruby.IFETCH.latency_hist_seqr::mean     0.000001                      
system.ruby.IFETCH.latency_hist_seqr::stdev     0.010635                      
system.ruby.IFETCH.latency_hist_seqr     |   173299488    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.latency_hist_seqr::total    173299489                      
system.ruby.IFETCH.miss_latency_hist_seqr::bucket_size           16                      
system.ruby.IFETCH.miss_latency_hist_seqr::max_bucket          159                      
system.ruby.IFETCH.miss_latency_hist_seqr::samples     15694260                      
system.ruby.IFETCH.miss_latency_hist_seqr::mean     0.000009                      
system.ruby.IFETCH.miss_latency_hist_seqr::stdev     0.035339                      
system.ruby.IFETCH.miss_latency_hist_seqr |    15694259    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           1      0.00%    100.00% |           0      0.00%    100.00%
system.ruby.IFETCH.miss_latency_hist_seqr::total     15694260                      
system.ruby.L1Cache_Controller.Ack_all            332      0.00%      0.00%
system.ruby.L1Cache_Controller.Data_Exclusive      3496215      0.00%      0.00%
system.ruby.L1Cache_Controller.Data_all_Acks     16617693      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Inv               94      0.00%      0.00%
system.ruby.L1Cache_Controller.E.L1_Replacement      2529418      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Load        68281043      0.00%      0.00%
system.ruby.L1Cache_Controller.E.Store         966512      0.00%      0.00%
system.ruby.L1Cache_Controller.I.Ifetch          3234      0.00%      0.00%
system.ruby.L1Cache_Controller.I.L1_Replacement         1715      0.00%      0.00%
system.ruby.L1Cache_Controller.I.Load             156      0.00%      0.00%
system.ruby.L1Cache_Controller.I.Store             55      0.00%      0.00%
system.ruby.L1Cache_Controller.IM.Data_all_Acks       918748      0.00%      0.00%
system.ruby.L1Cache_Controller.IM.L1_Replacement           28      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.Data_Exclusive      3496215      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.Data_all_Acks     15698945      0.00%      0.00%
system.ruby.L1Cache_Controller.IS.L1_Replacement          106      0.00%      0.00%
system.ruby.L1Cache_Controller.Ifetch       173299938      0.00%      0.00%
system.ruby.L1Cache_Controller.Inv              42703      0.00%      0.00%
system.ruby.L1Cache_Controller.L1_Replacement     20109061      0.00%      0.00%
system.ruby.L1Cache_Controller.Load         219472560      0.00%      0.00%
system.ruby.L1Cache_Controller.M.Inv              135      0.00%      0.00%
system.ruby.L1Cache_Controller.M.L1_Replacement      1884625      0.00%      0.00%
system.ruby.L1Cache_Controller.M.Load       147651504      0.00%      0.00%
system.ruby.L1Cache_Controller.M.Store      158255224      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Ifetch          449      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Load           723      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.Store          348      0.00%      0.00%
system.ruby.L1Cache_Controller.M_I.WB_Ack      4414043      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Ifetch     15691026      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Inv           37538      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Load        3500744      0.00%      0.00%
system.ruby.L1Cache_Controller.NP.Store        918693      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Ifetch     157605229      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Inv             4936      0.00%      0.00%
system.ruby.L1Cache_Controller.S.L1_Replacement     15693169      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Load           38390      0.00%      0.00%
system.ruby.L1Cache_Controller.S.Store            332      0.00%      0.00%
system.ruby.L1Cache_Controller.SM.Ack_all          332      0.00%      0.00%
system.ruby.L1Cache_Controller.Store        160141164      0.00%      0.00%
system.ruby.L1Cache_Controller.WB_Ack         4414043      0.00%      0.00%
system.ruby.L2Cache_Controller.Ack_all          42568      0.00%      0.00%
system.ruby.L2Cache_Controller.Exclusive_Unblock      4415295      0.00%      0.00%
system.ruby.L2Cache_Controller.IM.Mem_Data       563124      0.00%      0.00%
system.ruby.L2Cache_Controller.IS.Mem_Data        44033      0.00%      0.00%
system.ruby.L2Cache_Controller.ISS.Mem_Data       649589      0.00%      0.00%
system.ruby.L2Cache_Controller.I_I.Ack_all        42458      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GETS        3500910      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GETX         918754      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_GET_INSTR     15694289      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_PUTX        4414043      0.00%      0.00%
system.ruby.L2Cache_Controller.L1_UPGRADE          332      0.00%      0.00%
system.ruby.L2Cache_Controller.L2_Replacement       931628      0.00%      0.00%
